job_title,employee_residence,company_location,experience_level,employment_type,salary_in_usd,salary_log1p
Cloud Engineer,US,US,SE,FT,166600,12.023357011097826
Machine Learning Engineer,US,US,MI,FT,171000,12.049424683420915
Engineer,US,US,EN,FT,44850,10.711101163782413
Software Engineer,US,US,SE,FT,193000,12.170450649220749
Analyst,US,US,EN,FT,51600,10.851296331126829
Machine Learning Engineer,US,US,SE,FT,154836,11.950128229665347
Software Engineer,US,US,MI,FT,139500,11.845827048676645
Data Manager,AU,AU,MI,FT,110000,11.608244735642321
Engineer,US,US,MI,FT,128000,11.759793355371237
Engineer,US,US,SE,FT,332100,12.713194418501526
Data Analytics Manager,US,US,MI,FT,165000,12.013706813470414
Data Engineer,CA,CA,SE,FT,199700,12.204576526902637
Data Specialist,US,US,MI,FT,62000,11.034905792929415
Research Engineer,US,US,MI,FT,123958,11.72770614475072
Data Engineer,US,US,SE,FT,260000,12.468440756144114
Engineer,US,US,SE,FT,92400,11.433893080082035
Machine Learning Engineer,AR,AR,SE,FT,83400,11.331415578682627
Solutions Architect,US,US,SE,FT,190387,12.156819374143145
Data Engineer,BR,BR,SE,FT,24346,10.100163917635166
AI Engineer,US,US,SE,FT,276100,12.528522019787818
Data Engineer,US,US,MI,FT,55955,10.932320946596322
Data Scientist,US,US,SE,FT,304000,12.624786269856633
Data Engineer,US,US,SE,FT,208200,12.246259238225438
Analytics Engineer,US,US,MI,FT,106575,11.57661362465296
Data Manager,US,US,MI,FT,77000,11.251573687764477
Data Analytics Specialist,US,US,SE,FT,146000,11.891368749982085
Data Infrastructure Engineer,US,US,MI,FT,160000,11.982935344196433
Software Engineer,US,US,MI,FT,177008,12.083955857720905
Business Intelligence,US,US,EX,FT,230700,12.348877778786173
Engineer,US,US,MI,FT,55000,10.915106645867503
Cloud Database Administrator,US,US,SE,FT,118976,11.686685476102275
Manager,US,US,MI,FT,166000,12.019749091416921
Data Manager,US,US,SE,FT,115000,11.652696102959753
AI Engineer,US,US,SE,FT,288300,12.571760352229566
Research Engineer,US,US,MI,FT,167981,12.031612109788048
Data Scientist,CA,CA,MI,FT,224000,12.319405795112926
Data Scientist,PL,PL,SE,FT,100000,11.51293546492023
Cloud Database Engineer,US,US,MI,FT,84500,11.344518647594766
Data Scientist,US,US,SE,FT,254000,12.445093483000798
Solutions Architect,US,US,SE,FT,136000,11.820417517632333
Business Intelligence Engineer,US,US,SE,FT,165600,12.017336559562407
Data Architect,US,US,SE,FT,96300,11.475233981948293
Analyst,US,US,SE,FT,188640,12.147601016859776
Data Architect,US,US,SE,FT,90426,11.412298174352868
Manager,US,US,SE,FT,313000,12.653961664405365
Backend Engineer,US,US,MI,FT,95000,11.461642696843066
Manager,US,US,SE,FT,234000,12.36308066783498
Research Analyst,US,US,SE,FT,210000,12.25486757159303
Analyst,NZ,NZ,SE,FT,155000,11.951186847493476
Product Manager,US,US,SE,FT,194000,12.175618592671356
Data Analyst,IL,IL,SE,FT,105000,11.561725152903833
Software Engineer,US,US,SE,FT,177607,12.087334153570755
Data Analyst,US,US,SE,FT,101500,11.527823929632195
Engineer,CA,CA,MI,FT,120000,11.695255355062795
Software Engineer,US,US,SE,FT,231500,12.352339472153524
Data Quality Engineer,US,US,SE,FT,145200,11.885874268401459
Data Engineer,US,US,SE,FT,290004,12.577653443193336
Research Engineer,US,US,MI,FT,203350,12.22268882895298
Platform Engineer,US,US,MI,FT,111000,11.6172944892629
Data Visualization Developer,US,US,MI,FT,65000,11.082157933374816
Data Engineer,US,US,SE,FT,195000,12.180759965737863
Analyst,US,US,SE,FT,142133,11.864525553586182
MLOps Engineer,US,US,SE,FT,220680,12.30447349882435
Engineer,US,US,SE,FT,248700,12.424006650692137
Data Scientist,US,US,MI,FT,130000,11.775297421715827
Data Scientist,US,US,SE,FT,109000,11.599112335481124
Data Engineer,SK,SK,SE,FT,51789,10.854952359417938
Data Scientist,US,US,SE,FT,141525,11.860238724769316
Manager,US,US,MI,FT,212160,12.265100699392358
Data Scientist,US,US,SE,FT,329333,12.704827712351344
Research Engineer,US,US,MI,FT,245000,12.409017571151187
Data Engineer,US,US,EN,FT,234000,12.36308066783498
Data Scientist,US,US,MI,FT,138000,11.835016210489899
Software Engineer,US,US,SE,FT,261500,12.474193386571581
Architect,US,US,SE,FT,196000,12.185875040240456
Developer,CA,CA,MI,FT,75000,11.225256725762893
Data Scientist,US,US,EN,FT,173040,12.061283839620875
BI Analyst,US,US,MI,FT,77200,11.25416768929685
Product Manager,IL,IL,SE,FT,98400,11.496806245590331
Computer Vision Software Engineer,DE,US,MI,FT,95746,11.469464574959359
Software Engineer,US,US,SE,FT,161000,11.989165855127435
AI Engineer,US,US,SE,FT,225000,12.323860125621126
Business Analyst,US,US,MI,FT,115000,11.652696102959753
Data Scientist,US,US,EX,FT,168000,12.031725210748633
Data Engineer,US,US,SE,FT,161600,11.992885613168797
Data Analyst,US,US,SE,FT,74500,11.218567827096358
Software Engineer,PL,PL,SE,FT,98001,11.492743165607731
Machine Learning Infrastructure Engineer,US,US,SE,FT,239040,12.384390364318106
Site Reliability Engineer,US,US,SE,FT,126160,11.745314148048118
Applied Scientist,US,US,MI,FT,112500,11.630717389475995
Data Engineer,IN,IN,EN,FT,62847,11.048474391714137
Data Scientist,US,US,SE,FT,145000,11.884495917930655
Manager,US,US,SE,FT,220200,12.302296044586472
Engineer,US,US,SE,FT,163000,12.001511614739405
Developer,MX,MX,MI,PT,30000,10.308985993422082
Data Analyst,US,US,EN,FT,106300,11.574029971623514
Data Scientist,US,US,SE,FT,204500,12.228328144428588
Data Scientist,US,US,SE,FT,242000,12.396697137361691
Big Data Engineer,ES,ES,MI,FT,48585,10.791090702546029
Associate,US,US,MI,FT,206350,12.237333881304192
Data Platform Engineer,CA,CA,SE,FT,247000,12.417147664184915
Data Analyst,US,US,EN,FT,102600,11.538602958260002
Research Scientist,US,US,MI,FT,250000,12.429220196836383
Data Engineer,US,US,MI,FT,91000,11.418625774449598
AI Engineer,US,US,MI,FT,130000,11.775297421715827
Business Intelligence Analyst,AU,AU,EN,FT,92000,11.429554725537322
Site Reliability Engineer,US,US,MI,FT,130250,11.777218637129327
Data Scientist,CA,CA,SE,FT,84000,11.338583982516495
Product Manager,US,US,MI,FT,77760,11.261395299133936
Data Analyst,US,US,MI,FT,83800,11.336200219573199
Data Scientist,US,US,SE,FT,120000,11.695255355062795
Data Scientist,US,US,SE,FT,127300,11.754309639974188
Full Stack Developer,US,US,MI,FT,114996,11.652661320048594
Machine Learning Engineer,GB,GB,MI,FT,63980,11.066341443265703
Software Engineer,US,US,MI,FT,216700,12.286273802188468
Data Manager,US,US,SE,FT,166000,12.019749091416921
Data Architect,US,US,SE,FT,96600,11.478344372113902
Business Intelligence Engineer,US,US,MI,FT,100259,11.515522090817495
Software Engineer,US,US,MI,FT,237500,12.377927112974284
Software Engineer,US,US,SE,FT,212750,12.267877746777101
Machine Learning Modeler,US,US,SE,FT,245400,12.41064888623027
Applied Scientist,US,US,EN,FT,118750,11.684784142914062
Solutions Architect,US,US,SE,FT,405000,12.91164481522143
Data Engineer,US,US,SE,FT,235400,12.36904572188765
Machine Learning Scientist,US,US,MI,FT,200000,12.206077645517674
Data Analyst,US,US,MI,FT,107755,11.58762469087043
Systems Engineer,US,US,MI,FT,249000,12.425212191503038
Developer,CA,CA,SE,FT,180840,12.105373471143308
Manager,GB,GB,MI,FT,337500,12.729323752253295
Research Engineer,US,US,SE,FT,142600,11.867805799560465
Data Engineer,US,US,MI,FT,118020,11.678617853715409
Data Scientist,US,US,SE,FT,167000,12.025755079404917
Data Visualization Specialist,US,US,MI,FT,86000,11.362114203075018
Data Engineer,US,US,EN,FT,106900,11.579658451506333
Software Engineer,US,US,SE,FT,136000,11.820417517632333
Data Engineer,LT,LT,SE,FT,98526,11.498085901273566
Power BI Developer,US,US,MI,FT,103600,11.548302261270587
Machine Learning Engineer,US,US,MI,FT,204000,12.225880174775122
Analytics Engineer,CA,CA,SE,FT,329200,12.70442378544751
Analyst,US,US,EX,FT,213480,12.271303114716467
Software Engineer,US,US,EN,FT,37000,10.518700218288165
Software Engineer,CA,CA,SE,FT,212850,12.268347669389495
Data Analyst,US,US,MI,FT,79350,11.2816363282696
Data Scientist,US,US,SE,FT,165000,12.013706813470414
Product Analyst,US,US,EN,FT,140000,11.849404844423074
Research Scientist,US,US,SE,FT,143625,11.87496797770297
Data Scientist,US,US,MI,FT,99336,11.50627338888985
Machine Learning Engineer,US,US,EX,FT,215200,12.279327754099118
Data Analyst,US,US,SE,FT,147767,11.903398755259156
AI Scientist,TR,TR,EN,FT,20000,9.90353755128617
Data Scientist,US,US,SE,FT,125800,11.74245657234248
Data Analyst,US,US,SE,FT,68640,11.13664530282029
Data Analyst,US,US,SE,FT,143520,11.87423664493836
Architect,US,US,SE,FT,155000,11.951186847493476
Manager,US,US,SE,FT,202000,12.216027926866138
Manager,US,US,MI,FT,165000,12.013706813470414
Data Engineer,US,US,MI,FT,60000,11.002116507732017
Data Engineer,US,US,SE,FT,259000,12.464587201678082
Data Scientist,US,US,SE,FT,152737,11.93647931420973
AI Software Engineer,US,US,MI,FT,89040,11.396852216793818
Software Engineer,US,US,SE,FT,227200,12.333590367227897
Analytics Engineer,US,US,SE,FT,82600,11.321777065973317
Data Scientist,US,US,MI,FT,52500,10.868587496017359
Machine Learning Engineer,EG,EG,SE,FT,212000,12.264346270624157
Data Analyst,US,US,SE,FT,153600,11.942113610091182
Data Engineer,US,US,SE,FT,128950,11.767187766223199
Data Scientist,US,US,SE,FT,177632,12.087474903090326
Engineer,US,US,EX,FT,160000,11.982935344196433
Analytics Engineer,US,US,EN,FT,232000,12.354496960983985
Analyst,US,US,EN,FT,138000,11.835016210489899
Quantitative Analyst,US,US,EX,FT,150000,11.918397239722838
Software Engineer,US,US,SE,FT,231100,12.350610123384222
Site Reliability Engineer,US,US,SE,FT,226158,12.328993570709306
Data Scientist,US,US,MI,FT,193400,12.17252103261878
Data Specialist,CA,CA,MI,FT,56000,10.933124826700707
Data Engineer,US,US,SE,FT,205000,12.230770136157428
Data Scientist,US,US,SE,FT,144200,11.8789634386217
Data Engineer,US,US,SE,FT,93400,11.444657330797734
Analytics Engineer,CA,CA,MI,FT,175000,12.07254696717504
Data Analytics Lead,US,US,SE,FT,125760,11.742138559285364
Analyst,US,US,SE,FT,108050,11.590358616866753
Manager,IE,IE,MI,FT,263157,12.480509891231854
Research Scientist,IN,IN,MI,FT,23000,10.043292972227004
Associate,US,US,MI,FT,120000,11.695255355062795
Data Analyst,US,US,MI,FT,98400,11.496806245590331
Solutions Architect,US,US,SE,FT,235750,12.370531442268256
Data Scientist,US,US,SE,FT,126100,11.744838452135683
Data Analyst,US,US,EN,FT,51824,10.85562793730398
Manager,US,US,MI,FT,139360,11.844822967720745
Data Scientist,AT,AT,MI,FT,87822,11.383078704315663
Data Reporting Analyst,CA,CA,EN,FT,73000,11.19822841866684
Data Engineer,US,US,SE,FT,161500,11.992266613576142
Data Scientist,NL,NL,SE,FT,55755,10.928740306849777
Data Engineer,US,US,SE,FT,125760,11.742138559285364
Data Product Owner,US,US,MI,FT,87500,11.37940550085183
AI Engineer,US,US,MI,FT,162000,11.995357787034976
Software Development Engineer,US,US,MI,FT,210300,12.25629511679123
Software Engineer,US,US,MI,FT,95000,11.461642696843066
Data Scientist,DE,DE,MI,FT,80000,11.289794413577894
Data Scientist,US,US,MI,FT,126100,11.744838452135683
DevOps Engineer,US,US,SE,FT,119574,11.691699068548498
Machine Learning Engineer,US,US,MI,FT,135200,11.814517839013352
Machine Learning Manager,US,US,SE,FT,322300,12.683241170498064
Data Engineer,ES,US,SE,FT,193000,12.170450649220749
AI Engineer,JP,JP,SE,FT,199733,12.204741760295178
Analytics Engineer,US,US,SE,FT,153000,11.938199736300925
Platform Engineer,US,US,SE,FT,190000,12.154784614286667
Business Intelligence Developer,US,US,MI,FT,110200,11.610061250069942
Data Scientist,US,US,MI,FT,103997,11.552126947169365
Data Scientist,NL,NL,EN,FT,89160,11.398199003228743
Data Engineer,CA,CA,SE,FT,137000,11.827743504053695
AI Architect,US,US,SE,FT,114844,11.651338672123854
Architect,US,US,SE,FT,339500,12.73523217148465
Data Scientist,US,US,MI,FT,185329,12.129893298791355
Analyst,GB,GB,EN,FT,37974,10.544683327463973
Machine Learning Scientist,US,US,EN,FT,106590,11.576754359382303
Statistician,CA,CA,MI,FT,95659,11.468555517234288
Machine Learning Engineer,US,US,MI,FT,253900,12.444699706243501
Data Specialist,US,US,MI,PT,36000,10.491301994830229
Manager,US,US,SE,FT,149000,11.91170829631447
Data Architect,US,US,SE,FT,119200,11.688566422839942
Data Analyst,CA,CA,SE,FT,61538,11.027426399150247
Machine Learning Engineer,US,US,MI,FT,122887,11.719028650428982
Machine Learning Engineer,CA,CA,SE,FT,110000,11.608244735642321
Data Engineer,US,US,SE,FT,148200,11.906324739459684
Data Architect,US,US,MI,FT,106500,11.575909653758895
Data Engineer,US,US,SE,FT,205563,12.233512699955565
Research Scientist,US,US,MI,FT,154020,11.944844235735454
Software Engineer,US,US,SE,FT,179840,12.099828406170225
Data Analyst,US,US,EN,FT,72500,11.19135563385109
Software Engineer,US,US,SE,FT,128500,11.763691965388299
Engineer,US,US,MI,FT,78000,11.264476926102367
Manager,US,US,SE,FT,84700,11.346882686945893
Engineer,US,US,MI,FT,128000,11.759793355371237
Data Scientist,US,US,MI,FT,212500,12.26670197321789
Computer Vision Engineer,US,US,SE,FT,170000,12.04355959836804
Data Engineer,US,US,SE,FT,132500,11.794345471549745
Data Scientist,US,US,SE,FT,146600,11.895469889693825
Data Scientist,US,US,MI,FT,185000,12.128116509451258
Data Scientist,US,US,EN,FT,80000,11.289794413577894
Software Developer,US,US,MI,FT,172400,12.057578437658945
Manager,CA,CA,MI,FT,85000,11.350418300109132
Product Manager,CA,CA,SE,FT,144000,11.87757552297847
Data Analyst,US,US,EN,FT,114450,11.647902062782471
Manager,US,US,MI,FT,123900,11.727238138609684
Data Engineer,US,US,SE,FT,97000,11.48247656671073
MLOps Engineer,US,US,SE,FT,175000,12.07254696717504
Machine Learning Scientist,US,US,SE,FT,250000,12.429220196836383
Software Engineer,CA,CA,SE,FT,120000,11.695255355062795
Platform Engineer,US,US,SE,FT,140800,11.855102824953585
Product Manager,US,US,MI,FT,311600,12.6494788022162
Manager,US,US,MI,FT,196225,12.187022335172626
Software Engineer,US,US,SE,FT,235900,12.371167504471138
Analytics Engineer,US,US,SE,FT,183540,12.12019335476178
Analyst,US,US,EN,FT,64350,11.072107752919068
Data Engineer,US,US,SE,FT,198433,12.198211830118325
Site Reliability Engineer,US,US,SE,FT,230000,12.345838935721968
Data Analyst,BG,US,SE,FT,80000,11.289794413577894
Data Engineer,GB,GB,MI,FT,89819,11.405562946641728
Data Analyst,US,US,MI,FT,58300,10.97337452485014
Engineer,US,US,MI,FT,213000,12.269052139516223
Research Engineer,US,US,SE,FT,172700,12.059317054505962
Data Scientist,US,US,SE,FT,202800,12.219980481653478
Data Scientist,US,US,SE,FT,107682,11.586947004817358
Business Analyst,US,US,SE,FT,86000,11.362114203075018
Data Architect,US,US,MI,FT,115000,11.652696102959753
Platform Engineer,US,US,SE,FT,150000,11.918397239722838
Business Intelligence Engineer,US,US,SE,FT,74100,11.21318430646977
Data Analyst,US,US,EN,FT,105914,11.570392164618557
Data Scientist,US,US,SE,FT,197700,12.194511067314858
Manager,US,US,MI,FT,86300,11.3655964644899
Data Scientist,CA,CA,SE,FT,140000,11.849404844423074
Data Architect,US,US,SE,FT,193800,12.174587138384211
Data Architect,US,US,SE,FT,310000,12.644330802262578
Data Engineer,US,US,SE,FT,215000,12.278397958261774
Data Platform Engineer,US,US,MI,FT,228000,12.337105293891872
Business Intelligence Engineer,US,US,SE,FT,115000,11.652696102959753
Data Governance Analyst,GB,GB,EN,FT,56250,10.937579097686422
Machine Learning Engineer,US,US,EN,FT,220000,12.301387370778713
Data Specialist,US,US,MI,FT,88000,11.385103457032141
Data Architect,LV,LV,SE,FT,75789,11.235721636806074
Data Analyst,GB,GB,EN,FT,37582,10.534307099477882
Full Stack Developer,US,US,SE,FT,109100,11.600029337681997
Data Engineer,US,US,SE,FT,196747,12.18967900104374
DevOps Engineer,US,US,SE,FT,276000,12.52815976788113
Data Analyst,US,US,MI,FT,165500,12.016732516077072
Data Scientist,US,US,SE,FT,237000,12.37581963951765
QA Engineer,CA,CA,SE,FT,72000,11.184435286790631
Business Intelligence Developer,US,US,MI,FT,250600,12.431617311859128
Machine Learning Engineer,US,US,SE,FT,113360,11.638332695779429
Data Engineer,DE,DE,SE,FT,89473,11.401703359265541
Enterprise Account Executive,US,US,EX,FT,180000,12.100717685412471
Business Intelligence Analyst,US,US,SE,FT,151400,11.927687224983487
Associate,US,US,MI,FT,247610,12.419614245300096
Head of Data,US,US,EX,FT,625000,13.345508528717259
Manager,US,US,SE,FT,299375,12.609455587434013
Data Engineer,US,US,SE,FT,175947,12.077943775819541
Data Specialist,US,US,SE,FT,125000,11.736077016252437
Data Architect,US,US,SE,FT,122800,11.718320437984499
Data Scientist,US,US,SE,FT,174300,12.068538968726306
Engineering Manager,US,US,MI,FT,199500,12.20357452783082
Architect,CA,CA,SE,FT,135714,11.818312377665455
Solutions Architect,US,US,SE,FT,198900,12.200562492481511
Software Engineer,US,US,SE,FT,214000,12.273735966890268
Engineer,US,US,SE,FT,171350,12.051469363293895
Data Scientist,US,US,SE,FT,218950,12.296603239471912
Data Engineer,US,US,SE,FT,299792,12.610847515478778
Data Specialist,US,US,MI,FT,98000,11.49273296168228
DevOps Engineer,CA,CA,SE,FT,144650,11.882079223619238
Data Scientist,GB,GB,MI,FT,73824,11.209452706612124
Associate,DE,DE,MI,FT,80000,11.289794413577894
Machine Learning Engineer,US,US,SE,FT,165100,12.014312686825066
Product Data Analyst,US,US,EN,FT,100000,11.51293546492023
Software Engineer,US,US,SE,FT,115590,11.657813377518302
Cloud Database Engineer,US,US,SE,FT,178250,12.090947948358982
Software Engineer,US,US,MI,FT,185000,12.128116509451258
Data Analyst,US,US,MI,FT,73100,11.199597325534862
Data Scientist,US,US,MI,FT,154500,11.947955847790901
Developer,US,US,SE,FT,160000,11.982935344196433
Data Scientist,US,US,SE,FT,257300,12.45800188477608
Analyst,US,US,MI,FT,145860,11.890409392403932
Data Engineer,US,US,SE,FT,197000,12.190964083849375
Data Architect,US,US,SE,FT,72000,11.184435286790631
Software Engineer,US,US,SE,FT,187040,12.13908312314156
Engineer,US,US,MI,FT,163000,12.001511614739405
Data Scientist,US,US,SE,FT,86500,11.367911253546788
Analytics Engineer,US,US,SE,FT,170000,12.04355959836804
Data Scientist,US,US,SE,FT,144000,11.87757552297847
Solutions Engineer,US,US,MI,FT,125000,11.736077016252437
Software Engineer,US,US,SE,FT,228000,12.337105293891872
Consultant,US,US,SE,FT,97000,11.48247656671073
Data Engineer,US,US,SE,FT,67900,11.125806040978839
Data Engineer,US,US,SE,FT,147000,11.898194668458823
Manager,US,US,MI,FT,145860,11.890409392403932
Data Scientist,US,US,MI,FT,172200,12.056417678159836
Data Scientist,US,US,MI,FT,148800,11.910365121788654
Data Architect,US,US,SE,FT,96076,11.47290523228637
Data Engineer,GB,GB,MI,FT,56250,10.937579097686422
Data Architect,US,US,SE,FT,193000,12.170450649220749
Solutions Architect,US,US,SE,FT,160000,11.982935344196433
Data Engineer,US,US,SE,FT,147368,11.900694924542703
Engineer,US,US,MI,FT,184000,12.122696471358964
Analytics Engineer,CA,CA,SE,FT,150000,11.918397239722838
Software Engineer,US,US,MI,FT,46400,10.74507628970625
Software Engineer,US,US,SE,FT,315000,12.660331092405906
Data Engineer,US,US,SE,FT,119000,11.686887175419702
Analytics Engineer,GB,GB,MI,FT,430640,12.973030075357352
Engineer,US,US,MI,FT,112200,11.628047184686986
Associate,CA,CA,MI,FT,92000,11.429554725537322
Security Engineer,US,US,SE,FT,405000,12.91164481522143
Business Intelligence Engineer,US,US,SE,FT,89000,11.39640288460621
Research Scientist,US,US,SE,FT,147100,11.898874704662955
Analytics Engineer,US,US,MI,FT,91260,11.421478812124624
Data Engineer,US,US,SE,FT,331640,12.711808337543424
Data Scientist,US,US,SE,FT,140100,11.850118870058369
Head of Data,US,US,EX,FT,204500,12.228328144428588
Analytics Engineer,US,US,SE,FT,129750,11.77337250812753
Data Scientist,US,US,SE,FT,207500,12.242891437918386
Data Analyst,US,US,SE,FT,144000,11.87757552297847
Analyst,US,US,SE,FT,267100,12.49538214300718
Platform Engineer,US,US,MI,FT,190000,12.154784614286667
Software Engineer,US,US,MI,FT,113071,11.635780062930635
Head of Data,US,US,EX,FT,191000,12.160033942617156
Data Engineer,US,US,SE,FT,218701,12.295465351570462
Developer,NL,NL,SE,FT,97658,11.489237097956426
Analyst,US,US,SE,FT,87200,11.375971077721223
Business Intelligence Analyst,US,US,SE,FT,84750,11.347472824583114
Statistical Programmer,US,US,EN,FT,94400,11.455306945297822
Software Engineer,US,US,EN,FT,73600,11.206413891581187
Data Analyst,US,US,MI,FT,121000,11.703554089007538
Data Engineer,US,US,MI,FT,80300,11.293537353157436
Data Analyst,US,US,SE,FT,134000,11.80560254159177
Data Governance,CA,CA,EN,FT,61950,11.034099028977048
Business Intelligence Analyst,US,US,SE,FT,105200,11.56362808494399
Data Analyst,CA,CA,EN,FT,108463,11.594173599670746
Data Scientist,US,US,MI,FT,125500,11.74006900564972
Data Scientist,US,US,SE,FT,251600,12.435599778363322
Data Engineer,US,US,MI,FT,117300,11.672498559754418
BI Developer,US,US,MI,FT,163695,12.005766328118721
Data Analyst,US,US,SE,FT,172080,12.055720575175307
Manager,US,US,SE,FT,282000,12.549665896013254
Research Scientist,US,US,MI,FT,187040,12.13908312314156
Manager,US,US,SE,FT,122500,11.715874472198905
Data Engineer,US,US,EX,FT,235000,12.367345048436391
Machine Learning Engineer,US,US,MI,FT,204700,12.2293056568353
Data Engineer,US,US,MI,FT,55620,10.926316106770527
Data Scientist,US,US,EN,FT,168000,12.031725210748633
BI Developer,CA,CA,MI,FT,120000,11.695255355062795
Analytics Engineer,US,US,SE,FT,163800,12.006407555388575
Software Engineer,US,US,SE,FT,267100,12.49538214300718
Engineering Manager,US,US,MI,FT,250000,12.429220196836383
Data Scientist,US,US,MI,FT,136850,11.826648021712861
Engineer,US,US,SE,FT,130590,11.779825580739312
Data Integration Specialist,LT,LT,EN,FT,22736,10.031748832480138
Data Architect,US,US,SE,FT,250000,12.429220196836383
Data Scientist,US,US,SE,FT,110000,11.608244735642321
Software Engineer,US,US,MI,FT,177100,12.084475470282369
Manager,US,US,MI,FT,136500,11.824087219587643
AI Engineer,US,US,SE,FT,314400,12.658424520193709
Systems Engineer,US,US,MI,FT,121900,11.710964518881163
Data Architect,US,US,SE,FT,187370,12.140845887611993
AI Developer,US,US,MI,FT,200000,12.206077645517674
Analyst,CA,CA,MI,FT,90011,11.407698273757637
Data Scientist,US,US,EN,FT,77600,11.259335592686217
Manager,US,US,SE,FT,365000,12.807655372286902
Manager,US,US,SE,FT,214280,12.275043516775122
Data Scientist,US,US,SE,FT,160000,11.982935344196433
Associate,US,US,MI,FT,126000,11.744045122410057
Data Analyst,US,US,SE,FT,136000,11.820417517632333
Data Scientist,US,US,EN,FT,86900,11.372524818667134
Data Architect,US,US,SE,FT,114080,11.644664001388104
Data Engineer,US,US,EN,FT,46800,10.753659849198824
Research Scientist,US,US,SE,FT,355000,12.779875885354993
Software Engineer,US,US,EX,FT,168000,12.031725210748633
Data Engineer,US,US,SE,FT,143000,11.870606902224587
Data Analyst,US,US,EX,FT,142250,11.865348381840844
Data Analyst,CA,CA,EN,FT,95655,11.468513701599417
Manager,US,US,MI,FT,241600,12.39504288410708
Data Scientist,IN,IN,MI,FT,38915,10.569160756095318
Data Engineer,US,US,EX,FT,200500,12.208574513247495
Data Visualization Specialist,CA,CA,MI,FT,57000,10.950824090522445
Data Scientist,US,US,MI,FT,81307,11.305999691678853
Data Analyst,AR,AR,EN,FT,79200,11.279744203985432
Research Engineer,US,US,SE,FT,228800,12.3406079091076
Data Specialist,US,US,MI,FT,48000,10.778977123006351
Product Manager,US,US,MI,FT,63900,11.065090289695444
Engineer,IN,IN,SE,FT,23649,10.071118393920079
Machine Learning Engineer,GB,GB,MI,CT,94936,11.460968792701482
Data Analyst,US,US,EN,FT,142381,11.86626886547591
Data Scientist,US,US,SE,FT,203000,12.220966184120165
Software Developer,US,US,SE,FT,158200,11.971621655408228
Data Engineer,US,US,MI,FT,147000,11.898194668458823
Analyst,US,US,EN,FT,85000,11.350418300109132
Software Engineer,US,US,SE,FT,217000,12.28765724080691
Research Scientist,US,US,SE,FT,240000,12.388398368982115
AI Researcher,US,US,MI,FT,149000,11.91170829631447
Associate,US,US,MI,FT,161700,11.993504229837974
Analyst,US,US,MI,FT,61000,11.0186455364637
Data Operations Analyst,US,US,SE,FT,90000,11.407576060361786
Product Manager,US,US,MI,FT,86528,11.368234896848463
Analytics Engineer,US,US,SE,FT,183621,12.12063457569806
DevOps Engineer,US,US,SE,FT,145537,11.888192499880038
Data Scientist,US,US,MI,FT,204000,12.225880174775122
Software Engineer,US,US,SE,FT,87000,11.373674891823535
Data Engineer,AU,AU,MI,FT,98473,11.497547832925905
Data Scientist,US,US,SE,FT,196000,12.185875040240456
Systems Engineer,US,US,SE,FT,142800,11.869207331664223
Data Scientist,CA,CA,SE,FT,156100,11.958258512632908
Power BI Administrator,US,US,MI,FT,108900,11.598194491615347
Manager,US,US,MI,FT,139360,11.844822967720745
DevOps Engineer,CA,CA,SE,FT,98600,11.498836682527127
Data Analytics Specialist,US,US,MI,FT,130000,11.775297421715827
AI Architect,US,US,SE,FT,110000,11.608244735642321
Data Analyst,AT,AT,EN,CT,29473,10.291263797773208
Lead Data Scientist,IE,IE,SE,FT,172309,12.057050459137145
Solution Architect,US,US,SE,FT,175000,12.07254696717504
Data Specialist,IN,IN,MI,FT,62000,11.034905792929415
Manager,US,US,MI,FT,116400,11.664796405307863
Data Scientist,US,US,SE,FT,176000,12.07824495582233
Research Scientist,US,US,SE,FT,164000,12.00762780434872
Product Manager,US,US,SE,FT,160666,11.987089179051273
Research Scientist,US,US,SE,FT,177000,12.083910661257521
Data Analyst,CA,CA,MI,FT,122000,11.711784520403112
Data Analyst,US,US,SE,FT,68300,11.131679686740132
Backend Engineer,US,US,SE,FT,250000,12.429220196836383
Data Engineer,LT,LT,SE,FT,48000,10.778977123006351
Software Engineer,US,US,SE,FT,128400,11.762913458369663
Associate,US,US,MI,FT,216600,12.285812230343542
Data Analyst,US,US,SE,FT,81375,11.306835668221845
Data Analytics Manager,US,US,MI,FT,137800,11.833565894429414
Data Analyst,US,US,EN,FT,56000,10.933124826700707
Data Engineer,US,US,MI,FT,68900,11.140425970684525
Data Manager,US,US,SE,FT,109000,11.599112335481124
Software Engineer,US,US,SE,FT,159800,11.98168457011701
Business Intelligence Engineer,US,US,SE,FT,165600,12.017336559562407
Software Engineer,US,US,EN,FT,105000,11.561725152903833
Software Engineer,US,US,MI,FT,182000,12.111767460549332
Business Intelligence Analyst,US,US,EN,FT,145793,11.889949945446542
Data Analyst,TR,TR,SE,FT,155000,11.951186847493476
Software Engineer,US,US,SE,FT,111400,11.620891583095712
Associate,US,US,MI,FT,189000,12.149507585033072
DataOps Engineer,US,US,SE,FT,73008,11.19833800020246
Data Scientist,US,US,EX,FT,336400,12.726059179728116
Site Reliability Engineer,US,US,SE,FT,120000,11.695255355062795
Data Analyst,CA,CA,SE,FT,60000,11.002116507732017
AI Scientist,US,US,SE,FT,450000,13.017005083966255
Data Engineer,US,US,SE,FT,187625,12.142205898701706
Data Analyst,US,US,EN,FT,83340,11.330695903944534
