work_year,experience_level_encoded,is_US_company,salary_in_usd
2025,2,1,95000
2024,0,1,86520
2025,2,1,117200
2024,2,1,99500
2024,1,1,156864
2024,2,0,106250
2024,1,1,67200
2025,2,1,256400
2025,2,1,204300
2025,2,1,260000
2025,1,1,40750
2024,0,1,173040
2025,3,1,414000
2024,1,1,112000
2024,1,0,60000
2025,1,1,212800
2025,2,1,231000
2024,1,1,124700
2024,0,1,110000
2024,2,1,88000
2024,1,0,95000
2024,2,0,116666
2024,3,1,130000
2024,2,1,216700
2024,0,1,86900
2024,2,1,231500
2024,2,1,173000
2025,0,1,136000
2024,1,1,82678
2024,2,1,181896
2024,0,1,212200
2025,2,1,60643
2024,2,1,142300
2024,1,0,50000
2023,2,1,284000
2024,1,1,135000
2025,2,1,132500
2024,0,1,165000
2024,2,1,285000
2023,2,1,58400
2024,2,1,173900
2025,1,1,159170
2024,1,1,150000
2024,2,1,270000
2025,0,1,228600
2024,0,0,60000
2025,0,1,150000
2025,2,1,120300
2024,0,1,124500
2023,2,1,147100
2022,2,1,215300
2024,1,1,115000
2025,2,1,207800
2025,0,1,40000
2024,2,1,299792
2025,2,1,405500
2024,2,1,184208
2025,2,0,79606
2024,2,1,198440
2025,2,1,175200
2025,2,1,334600
2024,2,1,288000
2022,2,1,85700
2025,0,1,199600
2024,2,1,89600
2024,2,1,163680
2024,2,1,155600
2025,1,1,177000
2024,2,1,86300
2025,2,1,150000
2025,1,1,150000
2025,2,0,124000
2025,2,1,168000
2024,2,1,204231
2025,1,1,126500
2024,1,1,229900
2025,2,1,233400
2024,2,1,200000
2024,1,1,61000
2024,2,1,140000
2024,1,1,190600
2024,1,0,81250
2023,2,1,138860
2024,2,1,118976
2025,2,0,120000
2024,1,1,234062
2023,1,1,130000
2025,1,1,177880
2023,1,0,300000
2025,2,1,160000
2025,2,0,127000
2025,2,1,197730
2024,1,1,85500
2025,1,1,127000
2024,2,1,143625
2022,1,1,141300
2024,1,1,117500
2025,1,1,130300
2024,1,0,60300
2025,2,1,94500
2025,2,1,108050
2024,0,1,63000
2024,1,1,149000
2024,0,1,154000
2023,2,1,178000
2023,2,1,120250
2024,1,1,82100
2024,2,1,314400
2025,2,1,189000
2024,2,1,154000
2025,2,1,197500
2024,2,1,103586
2025,2,1,158945
2024,1,1,359400
2025,0,1,78000
2025,2,1,158100
2024,0,1,81000
2025,0,1,68232
2023,2,0,120250
2024,2,0,128125
2023,2,1,66000
2024,2,1,155584
2025,1,0,79587
2025,1,0,46736
2024,2,0,117950
2025,1,1,200000
2025,1,0,47873
2024,1,1,130642
2024,1,1,150500
2025,0,1,64000
2025,2,1,70024
2024,0,1,79800
2024,1,1,75000
2024,1,1,65000
2024,0,1,81600
2023,2,1,319000
2024,2,1,157850
2025,2,0,73073
2024,1,1,135148
2022,0,1,100000
2023,1,1,111000
2023,2,1,66825
2024,1,1,214500
2025,2,1,88629
2025,1,0,87000
2025,2,1,190000
2025,2,1,178800
2023,2,1,115500
2023,2,1,121550
2025,2,1,185000
2025,0,1,47000
2024,2,0,168750
2024,1,1,350000
2023,2,1,139500
2023,0,1,65000
2022,1,0,86193
2025,2,1,115920
2024,1,1,115000
2025,2,1,356500
2025,1,1,80740
2025,2,1,160000
2025,2,1,153000
2024,1,1,184600
2025,2,1,207000
2025,1,1,83600
2024,1,1,168854
2025,2,1,144630
2024,2,1,79643
2024,2,1,183621
2024,0,0,56666
2024,0,1,162082
2025,2,1,318500
2024,3,1,253000
2025,2,1,80000
2025,2,1,130230
2024,1,1,212500
2025,2,0,125693
2024,2,1,135000
2025,1,1,170000
2023,2,1,170000
2025,1,1,196000
2023,1,1,105000
2025,2,1,129000
2025,1,1,125000
2025,2,0,56841
2024,2,0,193000
2024,2,1,123076
2025,1,1,75000
2024,1,1,67500
2025,2,1,135000
2024,2,0,106930
2024,2,1,217300
2024,2,0,119000
2024,2,1,155000
2024,0,1,250000
2025,1,1,92300
2025,0,1,49300
2025,2,1,199120
2025,2,1,147000
2024,2,1,85000
2025,1,1,124800
2024,1,0,88444
2025,2,1,300000
2025,2,1,62000
2024,1,0,101539
2024,1,0,173233
2023,2,1,170000
2023,3,1,247500
2023,2,1,140000
2024,0,1,171350
2023,1,1,105000
2024,2,1,185150
2024,0,1,79900
2024,3,1,313600
2024,1,1,136300
2024,2,0,193750
2024,1,1,136800
2024,2,1,310270
2024,3,1,255000
2022,2,1,195700
2023,2,1,90000
2024,1,1,65000
2024,1,1,175100
2025,1,1,130000
2024,2,1,119076
2024,2,1,277600
2023,2,1,172200
2024,2,1,98000
2024,2,1,218000
2024,2,1,148000
2025,1,1,93080
2024,2,1,209800
2022,1,0,83171
2024,2,1,184300
2024,1,1,60400
2025,2,1,151300
2024,1,1,74400
2025,2,1,276000
2024,0,1,157000
2024,0,1,75000
2024,1,1,154300
2023,2,1,127300
2025,1,1,130000
2025,2,1,137000
2024,2,1,112000
2024,2,0,125000
2025,2,1,216590
2024,2,0,81333
2025,2,1,250200
2025,1,1,150000
2024,2,1,219000
2025,1,0,72000
2025,2,1,349000
2024,1,1,148500
2024,1,1,93800
2024,1,1,154818
2024,2,1,228267
2023,1,1,120000
2023,0,0,35000
2025,2,0,136800
2023,2,1,188000
2025,2,1,181170
2024,1,1,172000
2024,1,1,113000
2024,2,1,314400
2024,2,0,185500
2024,2,0,155000
2024,1,1,114900
2025,2,1,139400
2023,3,0,72000
2024,0,1,77376
2025,1,1,110058
2023,1,0,43064
2024,1,1,154500
2025,1,1,117900
2024,2,1,266875
2024,2,1,224241
2023,2,1,174350
2024,2,1,158200
2024,1,1,132960
2024,2,0,85000
2023,0,1,63200
2024,2,1,137029
2025,2,1,120000
2025,2,0,256000
2023,1,0,86128
2024,2,1,169229
2025,2,1,158000
2024,2,1,159100
2023,2,1,81500
2024,1,1,204000
2024,2,1,170000
2025,1,1,560000
2024,0,0,113400
2024,0,1,160856
2023,2,1,170186
2025,1,1,128078
2024,3,1,120000
2024,1,1,66000
2024,2,1,240000
2024,2,1,166600
2024,1,1,287800
2025,1,1,166900
2024,2,1,76915
2024,2,1,194400
2025,2,1,82000
2024,2,1,220900
2025,2,1,155000
2024,2,1,128100
2025,2,1,263600
2025,3,1,103920
2025,2,1,208150
2022,2,0,104611
2024,2,1,116000
2023,2,1,138750
2024,0,0,58333
2024,2,1,246000
2024,2,1,131000
2022,0,0,17805
2024,1,1,234400
2023,2,1,186000
2025,2,0,249700
2024,2,1,160600
2024,2,1,122000
2024,1,1,143000
2025,2,1,275600
2024,2,1,178250
2025,1,1,84600
2023,1,1,154000
2025,2,1,113840
2025,2,1,141340
2024,0,1,112000
2024,1,0,90000
2025,2,1,60000
2024,2,1,148719
2024,0,1,98300
2024,2,1,155605
2025,2,0,158227
2024,1,1,59500
2025,0,1,164500
2024,2,0,93400
2024,1,1,93750
2025,1,0,137500
2024,2,1,113600
2024,2,1,237400
2024,1,1,73700
2024,2,1,167111
2023,1,1,65000
2024,2,1,62300
2025,1,1,91000
2024,0,0,120000
2024,0,1,39500
2022,2,1,212800
2023,2,1,254000
2024,0,1,82898
2025,2,1,172500
2023,2,1,145000
2024,1,1,100000
2024,2,1,182000
2024,2,1,257300
2024,1,1,52100
2024,0,1,55250
2024,2,1,275000
2024,0,1,300000
2024,1,1,150000
2024,1,1,260100
2024,2,0,62500
2020,0,0,45896
2023,1,1,117000
2024,1,1,318000
2024,2,1,168700
2024,1,0,27611
2023,1,1,175000
2025,2,1,192700
2025,1,1,189640
2024,2,1,211180
2024,2,1,170000
2025,0,1,164000
2024,1,0,39593
2023,2,1,105700
2025,2,1,200475
2025,0,1,72100
2024,0,1,70824
2024,1,0,156250
2024,2,1,160650
2024,2,1,146000
2023,2,1,110400
2024,1,1,193000
2023,1,1,85000
2024,1,1,137000
2025,1,1,91100
2024,1,1,235000
2024,2,0,154400
2024,2,1,210000
2022,2,1,90320
2025,1,1,174000
2024,2,1,67750
2025,2,1,302400
2024,2,1,160000
2024,2,1,131250
2024,2,1,200800
2024,2,1,113840
2024,1,1,110000
2024,0,1,85000
2024,2,1,267600
2024,1,1,129400
2024,1,1,45000
2024,2,1,270000
2024,1,1,211000
2025,2,1,78945
2024,0,1,62900
2024,1,1,88000
2025,2,1,75000
2024,1,1,127000
2024,1,1,137900
2024,2,1,239300
2025,2,1,155000
2024,2,0,55555
2024,2,1,310000
2024,1,1,97575
2024,1,1,86000
2025,0,1,138000
2024,1,0,130000
2024,2,0,90000
2025,1,1,94542
2025,0,1,104800
2024,2,1,88052
2025,2,1,272000
2025,3,1,270000
2025,2,1,190000
2024,2,1,323000
2025,2,1,172000
2024,1,1,132000
2025,2,1,130590
2024,1,1,81250
2022,3,1,157000
2024,1,1,236925
2024,1,1,208800
2023,2,1,132100
2024,2,1,96700
2022,2,1,164000
2025,2,1,257000
2025,2,1,95100
2024,1,1,180200
2024,0,1,166000
2024,1,0,100000
2025,2,1,182000
2024,2,0,132000
2024,2,1,152300
2025,2,1,164000
2024,2,1,220900
2025,2,1,165000
2023,2,0,204500
2024,1,1,143000
2025,2,1,126100
2024,1,0,118000
2025,1,1,145000
2025,1,1,195000
2021,2,1,170000
2025,2,1,130000
2025,1,1,156250
2024,3,1,146500
2024,1,1,150600
2024,3,0,62500
2025,2,1,233200
2023,2,1,323300
2025,0,1,96500
2024,1,1,130500
2024,1,1,106965
2025,2,1,140000
2025,1,1,99200
2024,0,1,44000
2024,1,1,310000
2025,2,1,313000
2024,2,1,337280
2025,2,1,220000
2024,1,1,147000
2025,1,1,117300
2024,0,1,130500
2025,2,1,105747
2023,2,1,190027
2024,3,1,260000
2025,2,1,135000
2022,2,1,120000
2025,1,1,169900
2024,1,1,170000
2024,2,1,283000
2024,2,1,195540
2024,2,0,53333
2023,1,1,123000
2025,2,1,235750
2024,1,1,132710
2025,1,1,83000
2025,1,1,116424
2023,2,1,123900
2024,2,1,146600
2024,2,1,149000
2025,1,1,250000
2023,3,1,247500
2025,1,1,220000
2025,2,1,218030
2025,2,1,84500
2024,2,1,254000
2025,1,1,128600
2024,0,1,139360
2021,2,1,140000
2024,2,1,203620
2024,2,0,157267
2024,2,0,96888
2024,2,1,250000
2024,2,1,171800
2024,1,1,234500
2024,3,1,195000
2025,2,0,50632
2024,1,1,85800
2024,2,1,115900
2024,1,1,190315
2025,1,0,42761
2024,2,1,258100
2023,2,1,331640
2024,1,1,312200
2024,1,1,287470
2025,1,1,111000
2024,0,1,61100
2024,2,1,119000
2025,1,1,115500
2024,0,1,30000
2024,2,1,190000
2025,1,1,140000
2025,2,1,231000
2023,1,1,73500
2024,2,1,293800
2025,2,1,286000
2025,2,0,199700
2025,1,1,143800
2024,1,1,170000
2024,3,1,350000
2025,1,0,44303
2025,2,1,225163
2024,2,1,169400
2024,2,1,158400
2025,1,1,136000
2024,2,1,220000
2024,1,0,100000
2024,2,1,115200
2025,2,0,144540
2025,2,1,214400
2025,2,1,173000
2025,2,1,266500
2025,2,1,224000
2024,1,0,58717
2025,2,1,192800
2024,1,1,120000
2024,1,1,69785
2025,1,0,149000
2024,2,1,120000
2024,2,1,176784
2025,2,1,119000
2025,2,1,86155
2025,0,1,256000
2025,0,1,62571
2025,2,1,97870
2025,2,1,80300
2024,2,0,399000
2024,2,1,300200
2024,1,1,203100
2025,2,1,84500
2022,2,1,202900
2024,1,1,147200
2024,1,1,126000
2024,2,1,172300
2024,2,1,63600
2024,0,1,185800
2024,2,1,212310
2024,0,1,201250
2025,2,1,251000
2024,1,1,151800
2024,2,1,247400
2025,1,1,183000
2024,1,1,85700
2025,1,1,125000
2023,0,1,48915
2023,0,1,110680
2025,2,1,208700
2025,2,1,149400
2024,1,1,130000
2024,1,1,70000
2023,1,1,150000
2023,2,1,180000
2024,2,1,220000
2024,2,1,70000
2024,2,1,199700
2025,1,1,103450
2025,0,1,73900
2024,1,1,97400
2025,2,1,163200
2025,1,1,200000
2024,1,1,118000
2024,1,1,258000
2025,2,0,114240
2024,1,1,125600
2024,1,1,92100
2024,0,1,66000
2025,2,1,178000
2024,0,1,51700
2025,1,1,205500
2024,2,1,158400
2023,2,1,185900
2024,1,1,185000
2025,2,1,152150
2024,0,1,40000
2024,2,1,200200
2024,2,1,177341
2025,3,1,142500
2025,0,1,68640
2024,2,1,177000
2024,1,1,136000
2023,2,1,100000
2025,0,1,111150
2025,0,1,100027
2022,2,1,100000
2024,2,1,125000
2024,1,1,203466
2024,1,1,310000
2024,0,1,103000
2024,1,1,107400
2024,2,1,134700
2024,1,1,167000
2024,2,1,234000
2024,2,0,178000
2025,1,1,55000
2024,2,1,161600
2024,2,1,150000
2025,1,1,232000
2022,2,1,146000
2025,2,1,86840
2024,2,1,243000
2024,2,0,192500
2022,2,1,147800
2024,2,1,110000
2025,0,1,62400
2024,1,0,134000
2025,1,1,226000
2024,2,0,100000
2024,2,1,150300
2025,2,1,163500
2025,1,1,485000
2023,3,1,250000
2025,2,1,131175
2025,2,1,184920
2025,2,1,227950
2024,2,1,135500
2024,2,1,250000
2024,1,0,101753
2022,1,1,153000
2025,1,1,378700
2024,2,1,162000
2025,1,0,72070
2025,2,1,184640
2024,3,1,296400
2024,1,1,154000
2025,2,1,284300
2024,2,1,75600
2024,2,0,120870
2024,0,1,125000
2024,3,1,297000
2024,2,1,140000
2025,2,1,170760
2025,2,1,103000
2025,2,1,183600
2025,1,1,207000
2025,1,1,230000
2024,2,1,202800
2024,1,0,68750
2023,1,1,150000
2024,0,0,61111
2024,0,1,150700
2024,1,1,158680
2024,2,1,87283
2025,1,0,50632
2024,1,1,132500
2024,1,1,290180
2024,2,0,105000
2024,1,1,86000
2024,2,1,170000
2025,2,1,279000
2025,1,1,191869
2024,2,1,188748
2025,2,1,200000
2025,2,0,85714
2023,0,1,56500
2025,0,1,99000
2024,1,1,101720
2025,1,1,111000
2024,1,1,60400
2024,2,1,178000
2024,1,1,85250
2024,2,0,87500
2024,2,1,103800
2025,3,1,144000
2023,2,1,129300
2025,2,1,211000
2024,2,1,190000
2024,1,1,100000
2024,2,1,128000
2025,0,1,55400
2023,2,1,345000
2024,2,1,215000
2024,1,1,220000
2024,1,1,218000
2024,2,1,175800
2025,2,1,204600
2024,2,1,419750
2025,3,1,399100
2024,2,1,183273
2024,1,1,219696
2024,2,0,52500
2024,2,1,137100
2025,2,1,176000
2024,2,1,65200
2025,1,1,188000
2024,1,1,173000
2024,2,1,126000
2025,0,1,66300
2024,1,1,25000
2025,1,1,103450
2025,1,1,65000
2025,2,1,163000
2024,2,1,170760
2024,2,0,235000
2024,1,1,146100
2024,2,1,268700
2025,2,1,213100
2024,0,1,120000
2024,2,1,102000
2022,2,1,130000
2025,1,1,130500
2025,2,1,117026
2024,2,0,198000
2025,1,1,530000
2023,1,1,130000
2024,0,0,35000
2024,2,1,48200
2023,2,1,95000
2024,2,1,220900
2024,1,1,200000
2024,2,1,208500
2025,3,0,150000
2025,2,1,159960
2025,1,1,109000
2024,2,1,160000
2024,0,0,95655
2024,1,1,186000
2024,2,1,116500
2024,0,1,90000
2024,1,1,130000
2025,1,1,161600
2024,2,1,158000
2024,1,0,160000
2023,3,1,145000
2023,2,1,282000
2025,1,1,250000
2024,2,1,69520
2025,2,1,151435
2024,1,1,160000
2024,2,1,315000
2024,1,1,151800
2024,2,1,175000
2024,1,1,145200
2025,1,1,126500
2023,0,1,80000
2025,1,1,252000
2024,1,1,109000
2025,2,1,223000
2024,1,1,86600
2025,1,1,74400
2025,2,1,155000
2023,1,1,220000
2023,2,1,158620
2025,2,1,84000
2025,2,1,279500
2024,2,1,156000
2025,2,1,363000
2023,2,1,184000
2025,2,1,219200
2023,2,1,140400
2025,1,0,60000
2024,1,1,234000
2024,1,1,171000
2024,2,0,230000
2024,2,1,249937
2024,1,1,223000
2024,2,1,267500
2024,1,1,205000
2024,1,1,108600
2025,2,1,166200
2024,2,1,117440
2025,2,1,121400
2024,2,1,172500
2025,0,0,28571
2024,3,1,96000
2024,2,1,337300
2024,2,1,177400
2025,1,1,70000
2024,1,1,165000
2024,2,1,116500
2024,1,1,204300
2024,1,1,227700
2024,2,0,89000
2023,2,1,272290
2024,2,0,62500
2025,2,1,254400
2025,1,1,89250
2024,2,1,122500
2024,2,0,88461
2025,2,1,208000
2025,2,1,99000
2024,1,1,200000
2024,3,1,190000
2024,1,1,220000
2023,2,1,370000
2025,2,1,142800
2024,1,1,150000
2024,2,1,231110
2022,1,1,170000
2024,1,1,87300
2024,1,1,285000
2025,2,1,318090
2025,2,1,133840
2024,2,0,500000
2024,2,1,140000
2024,1,1,120000
2025,1,1,208000
2024,0,1,58500
2024,3,1,96400
2025,1,1,107448
2022,2,1,180000
2025,1,1,103000
2024,1,1,97100
2025,2,1,160000
2024,2,1,96700
2024,3,1,142250
2025,0,1,32000
2024,2,0,212000
2025,1,1,66799
2024,2,1,314400
2025,0,1,98000
2024,2,0,85000
2024,1,0,230000
2024,2,0,225000
2024,1,1,310000
2025,1,1,159435
2025,2,1,180000
2024,3,1,110000
2024,2,1,121500
2024,2,1,287500
2025,2,1,103450
2024,2,1,184000
2025,1,0,133000
2024,2,1,193800
2025,1,1,62000
2024,2,0,137777
2024,0,1,144000
2024,2,1,111000
2025,1,1,62000
2025,1,1,194792
2024,2,1,177961
2024,1,1,85442
2024,1,0,37333
2025,2,1,82263
2025,1,1,190200
2024,2,1,102183
2025,2,1,257000
2024,2,1,184580
2025,2,1,155000
2025,3,1,223000
2024,1,1,202800
2024,1,1,320000
2025,1,1,104000
2024,2,1,115000
2023,2,1,183000
2024,1,1,79400
2024,2,1,143200
2025,1,0,79320
2025,2,1,235000
2024,0,1,97400
2024,1,1,88000
2025,1,0,151898
2024,2,1,182000
2025,3,1,314960
2024,2,1,187500
2024,2,1,135000
2025,1,1,89600
2022,1,1,136000
2025,2,1,207000
2024,1,1,329600
2025,1,0,133100
2022,0,1,25216
2024,1,1,132480
2025,2,1,105267
2024,2,1,375000
2024,1,1,34173
2024,2,1,250700
2024,1,1,95000
2025,1,1,156160
2024,2,1,55400
2024,2,1,133969
2024,2,1,148000
2024,2,1,95300
2024,2,1,137000
2025,2,1,188000
2025,2,1,174000
2024,2,1,123800
2024,1,1,97500
2025,1,1,171814
2024,2,1,227900
2023,2,0,199200
2024,2,1,70200
2024,0,1,140663
2024,2,1,127500
2025,1,1,179000
2024,2,1,147000
2024,2,1,244000
2025,1,1,155250
2024,2,1,213400
2024,2,1,96600
2024,1,1,83500
2022,2,0,38154
2024,1,1,109530
2025,1,0,80000
2024,0,1,102000
2025,2,1,175800
2024,2,0,139000
2025,1,1,121501
2024,1,1,125000
2024,2,1,175000
2025,2,1,155000
2022,2,1,156600
2024,1,1,103800
2023,2,0,166000
2023,2,1,241871
2024,1,1,180000
2024,1,1,303000
2024,1,1,133100
2024,2,1,97600
2025,0,1,89000
2025,1,0,34174
2024,2,1,161600
2025,3,1,300000
2024,2,1,251500
2025,2,1,132000
2025,2,0,264000
2024,2,1,250200
2025,2,1,260590
2023,1,0,46426
2024,1,1,60000
2025,1,1,110000
2024,2,1,164299
2025,2,1,231000
2025,2,1,270000
2024,1,1,65000
2025,2,1,294000
2024,2,1,238000
2024,2,1,96600
2023,2,1,87400
2025,3,1,74100
2025,1,1,114000
2024,2,1,102600
2023,2,1,186700
2024,2,1,275000
2024,2,1,140100
2023,2,1,160080
2025,0,1,125000
2024,1,1,160000
2023,2,1,129300
2023,3,1,237500
2024,1,1,216000
2025,2,1,135600
2024,2,1,144200
2025,1,0,101200
2025,1,0,68421
2024,1,1,151770
2023,2,1,214500
2024,0,1,90000
2025,2,1,224968
2024,2,1,170200
2024,0,1,107600
2022,1,1,78000
2024,1,1,75600
2025,1,1,116334
2023,1,1,242000
2025,1,1,126800
2024,1,1,204300
2024,1,1,73500
2024,1,1,115400
2025,2,1,720000
2024,2,1,135000
2024,2,1,202950
2024,1,0,110500
2024,3,1,80000
2024,1,1,58500
2025,1,1,560000
2025,0,1,88680
2025,2,1,143800
2025,2,1,205000
2023,2,1,115000
2024,2,1,154000
2024,2,1,113120
2025,1,1,145000
2024,2,1,72000
2025,2,1,123300
2024,0,1,231400
2024,0,1,90000
2025,2,1,114700
2023,0,1,125000
2024,2,1,192390
2024,2,1,111900
2024,2,1,119200
2024,2,1,200000
2025,1,1,135240
2024,1,1,265000
2024,1,0,65300
2024,2,1,117440
2024,2,1,122200
2024,2,1,231250
2024,2,1,223500
2025,2,1,150000
2025,2,1,185000
2025,3,1,125000
2024,2,1,157600
2024,2,1,90000
2024,2,0,105700
2024,1,1,148355
2024,2,1,96800
2025,0,1,74200
2025,2,1,140000
2024,1,1,125700
2025,1,1,117600
2024,1,1,59000
2024,2,1,278000
2024,2,0,100257
2025,3,0,312000
2025,1,1,54093
2023,3,1,142200
2025,2,1,600243
2023,1,1,110000
2025,2,1,750000
2023,2,1,164100
2024,1,1,109300
2024,0,0,115000
2024,1,1,205500
2024,1,1,100000
2024,1,1,86000
2024,1,1,140000
2024,2,1,226000
2025,2,1,122100
2024,2,1,70020
2023,2,1,250900
2024,1,1,83054
2024,2,1,141300
2023,2,1,172800
2021,1,0,28476
2025,2,1,560000
2024,1,0,37500
2025,1,1,102800
2025,2,1,310000
2024,1,0,100000
2025,2,0,140920
2024,1,1,214500
2025,2,0,94936
2024,2,1,143800
2025,2,1,137100
2025,2,1,151400
2025,0,1,68000
2024,2,1,180000
2024,1,0,198000
2025,0,1,88300
2024,1,0,42666
2024,1,1,245000
2024,2,0,113000
2023,2,1,201450
2024,2,1,180600
2025,1,1,193400
2024,1,1,82800
2024,1,1,163000
2025,2,1,128000
2025,2,1,136300
2025,2,0,125000
2025,0,1,40000
2024,1,1,94300
2024,2,1,209500
2025,2,1,153800
2024,2,1,51000
2024,3,1,207000
2024,1,1,83028
2024,2,1,199234
2024,2,1,332300
2024,1,1,148800
2025,1,0,97273
2024,2,1,180000
2025,2,1,146300
2024,1,0,154000
2024,2,1,134597
2024,2,1,175059
2025,1,1,70300
2025,2,1,156733
2025,2,1,222024
2025,1,1,317600
2024,1,1,159250
2025,0,1,40000
2024,1,1,76100
2024,0,1,74000
2024,1,1,73230
2024,1,1,66560
2025,2,1,89400
2024,2,1,124000
2025,1,1,315000
2025,2,1,234300
2022,0,1,45600
2024,1,0,56453
2025,0,1,207000
2024,2,1,108500
2025,2,1,102850
2024,0,0,38085
2024,2,1,175300
2024,1,1,86000
2025,2,1,720000
2024,2,1,183000
2024,2,1,223800
2025,2,1,108900
2025,3,1,203000
2024,1,1,156000
2024,2,1,54000
2025,1,1,147000
2024,1,1,140000
2024,2,1,104000
2024,1,1,88000
2025,1,1,188640
2024,2,1,220000
2024,2,0,105000
2024,1,1,130000
2024,1,1,127600
2025,2,0,59368
2025,2,1,315000
2024,1,1,208300
2024,2,1,162000
2024,0,1,95000
2024,2,0,115384
2024,1,1,80000
2023,3,1,284000
2025,3,1,257000
2024,1,1,160500
2024,1,1,117000
2024,1,1,125000
2024,2,1,139000
2025,1,0,100000
2023,2,0,55368
2021,2,0,55000
2025,1,1,70000
2023,1,1,119200
2024,2,1,109400
2024,2,1,275000
2025,1,1,89000
2024,2,1,166210
2024,2,0,132000
2023,2,1,144700
2024,2,1,117300
2024,2,1,257400
2024,1,1,132800
2024,1,1,190000
2024,2,1,378700
2024,1,1,149000
2025,2,1,185000
2024,1,1,297000
2024,0,1,127600
2023,2,1,126000
2024,2,0,50000
2024,2,1,117000
2025,1,1,95000
2024,1,1,178000
2025,2,1,284000
2025,1,1,54000
2024,2,1,178388
2024,1,0,105195
2024,2,0,98400
2024,1,1,300200
2023,2,1,173650
2025,2,1,172080
2024,2,1,123830
2024,2,1,166600
2025,0,1,86650
2025,0,1,178000
2024,1,1,179000
2023,3,1,192000
2025,2,1,188875
2024,2,1,207000
2025,2,1,188000
2024,2,1,208600
2024,1,1,265000
2024,0,1,132200
2025,2,0,88607
2024,2,1,166600
2025,2,1,175900
2024,1,1,144800
2024,0,1,254270
2024,0,0,56000
2024,0,1,58018
2021,0,0,18053
2025,2,1,170900
2024,2,1,116760
2025,2,0,135800
2023,3,1,230000
2024,1,1,157600
2024,1,1,181272
2022,3,1,260500
2025,2,0,113571
2025,2,1,124400
2025,0,1,46800
2025,2,1,175000
2025,2,1,178100
2025,3,1,330000
2024,2,1,65200
2025,2,1,127890
2024,1,1,151700
2024,2,0,61538
2025,1,1,158000
2025,2,1,152000
2024,0,0,83655
2024,2,1,112200
2023,2,1,188500
2023,2,1,198000
2025,2,1,136000
2025,1,1,358000
2024,1,0,136363
2022,1,0,54000
2025,1,1,160500
2024,1,1,308000
2024,2,1,93400
2025,2,1,131664
2023,1,1,120000
2025,1,0,78315
2025,2,1,210000
2025,2,1,130000
2025,2,1,195000
2024,2,1,223644
2024,0,1,50000
2024,2,1,119700
2024,1,1,204300
2023,2,0,258800
2024,2,1,130000
2025,2,1,129620
2025,1,1,196800
2024,1,1,140000
2024,2,1,156800
2024,0,1,165511
2024,2,1,370000
2024,1,0,21333
2024,2,1,249840
2024,0,1,250000
2024,1,1,301200
2024,2,1,274000
2025,1,1,130800
2025,2,1,220000
2024,2,1,306000
2024,2,1,128250
2024,2,1,225000
2025,1,1,85000
2024,2,1,136800
2024,1,1,100000
2025,2,1,227200
2025,1,1,126000
2025,2,1,210569
2024,2,0,148960
2024,1,1,96938
2025,2,1,245100
2024,0,1,159000
2025,0,1,112500
2025,1,1,71400
2025,2,0,40900
2024,2,1,42435
2025,2,1,250000
2025,1,0,156000
2024,2,1,180000
2024,2,1,81500
2024,1,0,50000
2024,1,0,100000
2024,0,1,99200
2024,2,1,148699
2024,3,1,85000
2024,0,1,119155
2025,0,1,140000
2024,2,1,199800
2025,2,1,228800
2024,2,1,287500
2025,0,1,110000
2025,1,1,30000
2025,2,1,201500
2024,1,1,112000
2025,2,1,150000
2024,2,0,66666
2025,1,1,82600
2024,1,1,112320
2024,2,1,175000
2022,2,1,106500
2024,2,1,105800
2025,1,1,85000
2025,2,1,218900
2024,3,1,74670
2023,0,0,85000
2024,2,1,170200
2025,2,1,261500
2024,1,0,87500
2023,3,1,218000
2025,2,1,235000
2024,2,1,53300
2024,1,1,68640
2024,1,1,160000
2023,2,1,214000
2024,1,1,100000
2024,2,1,284000
2024,2,1,187415
2024,1,1,87550
2025,2,1,83700
2025,2,1,184000
2023,2,1,130000
2025,1,1,143900
2024,0,1,142897
2024,1,1,85000
2023,2,1,310000
2022,2,1,250000
2024,2,1,127300
2025,2,1,210000
2024,3,1,237500
2025,1,1,150000
2024,1,1,89400
2025,0,1,92000
2025,2,1,303000
2024,1,1,153600
2023,1,1,44640
2024,1,1,250104
2025,2,0,179900
2025,1,1,108900
2025,2,1,211920
2025,2,1,168000
2025,2,1,280000
2024,2,1,242000
2024,1,1,58400
2022,2,1,136994
2025,2,1,126000
2024,2,1,143000
2025,2,1,82600
2025,1,0,78947
2025,2,0,220000
2024,0,1,96200
2024,1,1,155000
2025,2,1,123114
2024,2,1,177500
2025,1,1,303000
2024,1,1,140025
2025,2,1,98000
2023,2,0,47799
2024,1,1,84600
2024,1,1,118800
2025,2,1,180000
2025,2,0,150000
2025,1,1,60000
2023,2,0,168700
2024,1,0,144000
2024,2,1,76000
2024,0,0,60642
2024,1,1,165400
2023,0,0,50000
2025,2,0,57894
2024,0,1,93400
2024,2,1,156510
2024,0,1,75065
2024,1,1,350000
2024,2,1,130001
2022,2,1,247500
2024,2,1,182541
2024,1,0,104000
2024,1,0,142307
2024,1,1,60200
2025,1,1,69000
2025,2,1,54000
2024,3,1,142250
2025,2,0,200000
2024,1,1,36000
2024,2,1,223063
2024,1,1,65956
2025,2,0,97142
2024,0,0,91000
2024,0,1,95000
2024,1,1,124935
2024,3,1,185000
2025,2,1,131400
2024,1,1,134000
